sourceLetter	sourceNo	word	pos	zhRaw	starred	sourcePage	sourceRow	reviewStatus
F	41	favorite	adj./n.	最喜愛的	false	5	41	transcribed
F	42	feast	n.	盛宴	false	5	42	transcribed
F	43	feather	n.	羽毛	true	5	43	transcribed
F	44	feature	n./v.	特色/以為特色	false	5	44	transcribed
F	45	feed	v.	餵食/供給	false	5	45	transcribed
F	46	feedback	n.	回饋/意見	false	5	46	transcribed
F	47	feel	v.	感覺	false	5	47	transcribed
F	48	feeling	n.	感覺/情感	false	5	48	transcribed
F	49	fellow	n./adj.	同伴/同類的	false	5	49	transcribed
F	50	female	n./adj.	女性/雌性的	false	5	50	transcribed
F	51	fence	n.	柵欄/圍籬	true	5	51	transcribed
F	52	ferry	n.	渡輪	false	5	52	transcribed
F	53	festival	n.	節日/慶典	false	5	53	transcribed
F	54	fetch	v.	取來	false	5	54	transcribed
F	55	fiber	n.	纖維	false	5	55	transcribed
F	56	fiction	n.	小說/虛構	false	5	56	transcribed
F	57	field	n.	田野/領域	true	5	57	transcribed
F	58	fierce	adj.	猛烈的/兇猛的	false	5	58	transcribed
F	59	fight	v./n.	打架/戰鬥	false	5	59	transcribed
F	60	fighting	n./adj.	戰鬥/打鬥的	false	5	60	transcribed
F	61	figure	n./v.	數字/圖形/認為	true	5	61	transcribed
F	62	fill	v.	填滿	false	5	62	transcribed
F	63	final	adj./n.	最後的/決賽	false	5	63	transcribed
F	64	finally	adv.	最後/終於	false	5	64	transcribed
F	65	finance	n./v.	財務/資助	false	5	65	transcribed
F	66	financial	adj.	財務的/金融的	false	5	66	transcribed
F	67	find	v.	找到/發現	false	5	67	transcribed
F	68	finding	n.	發現/調查結果	false	5	68	transcribed
F	69	finger	n.	手指	true	5	69	transcribed
F	70	finish	v./n.	完成/結束	false	5	70	transcribed
F	71	firecracker	n.	鞭炮	false	5	71	transcribed
F	72	firefighter	n.	消防員	true	5	72	transcribed
F	73	fireplace	n.	壁爐	false	5	73	transcribed
F	74	fireproof	adj.	防火的	false	5	74	transcribed
F	75	fireworks	n.	煙火	true	5	75	transcribed
F	76	firstly	adv.	首先	false	6	76	transcribed
F	77	fisherman	n.	漁夫	false	6	77	transcribed
F	78	fishing	n.	釣魚/捕魚	false	6	78	transcribed
F	79	fist	n.	拳頭	false	6	79	transcribed
F	80	fitness	n.	健康/適合	false	6	80	transcribed
F	81	fixed	adj.	固定的	false	6	81	transcribed
F	82	fizzy	adj.	有氣泡的	true	6	82	transcribed
F	83	flame	n.	火焰	false	6	83	transcribed
F	84	flash	n./v.	閃光/閃現	false	6	84	transcribed
F	85	flashlight	n.	手電筒	false	6	85	transcribed
F	86	flat	n./adj.	公寓/平坦的	false	6	86	transcribed
F	87	flavor	n.	味道/風味	false	6	87	transcribed
F	88	flea	n.	跳蚤	false	6	88	transcribed
F	89	flee	v.	逃離	false	6	89	transcribed
F	90	flexible	adj.	有彈性的/靈活的	false	6	90	transcribed
F	91	flight	n.	飛行/航班	false	6	91	transcribed
F	92	float	v./n.	漂浮	false	6	92	transcribed
F	93	flock	n.	一群/鳥群	false	6	93	transcribed
F	94	flood	n./v.	洪水/淹沒	false	6	94	transcribed
F	95	floor	n.	地板/樓層	true	6	95	transcribed
F	96	flour	n.	麵粉	true	6	96	transcribed
F	97	flow	v./n.	流動	false	6	97	transcribed
F	98	flu	n.	流感	false	6	98	transcribed
F	99	fluent	adj.	流利的	false	6	99	transcribed
F	100	fluid	n./adj.	液體/流動的	false	6	100	transcribed
F	101	flunk	v.	不及格	false	6	101	transcribed
F	102	flush	v./n.	沖洗/臉紅	false	6	102	transcribed
F	103	flute	n.	長笛	true	6	103	transcribed
F	104	fly	v./n.	飛/蒼蠅	false	6	104	transcribed
F	105	foal	n.	小馬	true	6	105	transcribed
F	106	foam	n.	泡沫	false	6	106	transcribed
F	107	focus	v./n.	集中/焦點	false	6	107	transcribed
F	108	foggy	adj.	有霧的	true	6	108	transcribed
F	109	fold	v./n.	摺疊	false	6	109	transcribed
F	110	folder	n.	資料夾	false	6	110	transcribed
F	111	follow	v.	跟隨/遵守	false	6	111	transcribed
F	112	follower	n.	跟隨者	false	6	112	transcribed
F	113	foolish	adj.	愚蠢的	false	6	113	transcribed
F	114	football	n.	足球	true	7	114	transcribed
F	115	footballer	n.	足球員	true	7	115	transcribed
F	116	footprint	n.	腳印	true	7	116	transcribed
F	117	footwear	n.	鞋類	false	7	117	transcribed
F	118	force	n./v.	力量/強迫	false	7	118	transcribed
F	119	forecast	n./v.	預報	false	7	119	transcribed
F	120	forehead	n.	額頭	false	7	120	transcribed
F	121	foreign	adj.	外國的	false	6	121	transcribed
F	122	forest	n.	森林	true	6	122	transcribed
F	123	forever	adv.	永遠	false	6	123	transcribed
F	124	forget	v.	忘記	true	6	124	transcribed
F	125	forgetful	adj.	健忘的	false	6	125	transcribed
F	126	forgive	v.	原諒	false	6	126	transcribed
F	127	formal	adj.	正式的	false	6	127	transcribed
F	128	format	n.	格式	false	6	128	transcribed
F	129	formation	n.	形成/組成	false	6	129	transcribed
F	130	former	adj.	以前的/前者的	false	6	130	transcribed
F	131	formula	n.	公式/配方	false	6	131	transcribed
F	132	forth	adv.	向前/往外	false	6	132	transcribed
F	133	fortunate	adj.	幸運的	false	6	133	transcribed
F	134	fortunately	adv.	幸運地	false	6	134	transcribed
F	135	fortune	n.	財富/運氣	false	6	135	transcribed
F	136	forward	adv./adj.	向前/前面的	false	6	136	transcribed
F	137	fossil	n.	化石	false	6	137	transcribed
F	138	foul	adj./n.	惡臭的/犯規	false	6	138	transcribed
F	139	found	v.	建立/創立	false	6	139	transcribed
F	140	foundation	n.	基礎/基金會	false	6	140	transcribed
F	141	founder	n.	創辦人	false	6	141	transcribed
F	142	fountain	n.	噴泉	false	6	142	transcribed
F	143	fragrance	n.	香味	false	6	143	transcribed
F	144	fragrant	adj.	芳香的	false	6	144	transcribed
F	145	frame	n./v.	框架/框住	false	6	145	transcribed
F	146	framework	n.	架構/框架	false	6	146	transcribed
F	147	freedom	n.	自由	false	6	147	transcribed
F	148	freeway	n.	高速公路	false	6	148	transcribed
F	149	freeze	v.	結冰/凍住	false	6	149	transcribed
F	150	freezer	n.	冷凍庫	false	6	150	transcribed
F	151	freezing	adj.	冰冷的/結冰的	false	6	151	transcribed
F	152	frequency	n.	頻率	false	6	152	transcribed
F	153	frequent	adj.	頻繁的	false	6	153	transcribed
F	154	frequently	adv.	頻繁地	false	7	154	transcribed
F	155	fresh	adj.	新鮮的	false	7	155	transcribed
F	156	freshman	n.	新生	false	7	156	transcribed
F	157	fridge	n.	冰箱	false	7	157	transcribed
F	158	friend	n.	朋友	true	7	158	transcribed
F	159	friendly	adj.	友善的	false	7	159	transcribed
F	160	friendship	n.	友誼	false	7	160	transcribed
F	161	fries	n.	薯條	false	7	161	transcribed
F	162	fright	n.	驚嚇	false	7	162	transcribed
F	163	frighten	v.	使害怕	false	7	163	transcribed
F	164	frightened	adj.	害怕的	false	7	164	transcribed
F	165	frightening	adj.	令人害怕的	false	7	165	transcribed
F	166	frown	v./n.	皺眉	false	7	166	transcribed
F	167	frozen	adj.	冷凍的/結冰的	false	7	167	transcribed
F	168	fruit	n.	水果	false	7	168	transcribed
F	169	fuel	n.	燃料	false	7	169	transcribed
F	170	fulfill	v.	實現/履行	false	7	170	transcribed
F	171	fully	adv.	完全地	false	7	171	transcribed
F	172	function	n./v.	功能/運作	false	7	172	transcribed
F	173	functional	adj.	實用的/功能性的	false	7	173	transcribed
F	174	fund	n./v.	資金/資助	false	7	174	transcribed
F	175	fundamental	adj.	基本的/根本的	false	7	175	transcribed
F	176	funding	n.	資金/經費	false	7	176	transcribed
F	177	funeral	n.	葬禮	false	7	177	transcribed
F	178	funfair	n.	遊樂場/園遊會	false	7	178	transcribed
F	179	funny	adj.	好笑的	false	7	179	transcribed
F	180	furniture	n.	家具	false	7	180	transcribed
F	181	furry	adj.	毛茸茸的	false	7	181	transcribed
F	182	further	adv./adj.	更進一步/更遠的	false	7	182	transcribed
F	183	furthermore	adv.	此外/而且	false	7	183	transcribed
F	184	future	n./adj.	未來/未來的	false	7	184	transcribed
G	1	gain	v./n.	獲得/增加	false	8	1	transcribed
G	2	gallery	n.	畫廊/美術館	true	8	2	transcribed
G	3	gamble	v./n.	賭博/冒險	false	8	3	transcribed
G	4	gang	n.	幫派/一群	false	8	4	transcribed
G	5	gangster	n.	歹徒/黑幫成員	false	8	5	transcribed
G	6	garage	n.	車庫	true	8	6	transcribed
G	7	garbage	n.	垃圾	false	8	7	transcribed
G	8	garden	n.	花園	true	8	8	transcribed
G	9	gardener	n.	園丁	false	8	9	transcribed
G	10	garlic	n.	大蒜	false	8	10	transcribed
G	11	gate	n.	大門	false	8	11	transcribed
G	12	gather	v.	聚集/收集	false	8	12	transcribed
G	13	gathering	n.	聚會/集會	false	8	13	transcribed
G	14	general	adj./n.	一般的/將軍	false	8	14	transcribed
G	15	generally	adv.	通常/一般而言	false	8	15	transcribed
G	16	generate	v.	產生/生成	false	8	16	transcribed
G	17	generation	n.	世代/產生	false	8	17	transcribed
G	18	generous	adj.	慷慨的	false	8	18	transcribed
G	19	genius	n.	天才	false	8	19	transcribed
G	20	genre	n.	類型/文類	false	8	20	transcribed
G	21	gentle	adj.	溫柔的	false	8	21	transcribed
G	22	gentleman	n.	紳士	true	8	22	transcribed
G	23	geography	n.	地理	true	8	23	transcribed
G	24	germ	n.	細菌	false	8	24	transcribed
G	25	gesture	n./v.	手勢/示意	false	8	25	transcribed
G	26	ghost	n.	鬼/幽靈	false	8	26	transcribed
G	27	giant	n./adj.	巨人/巨大的	true	8	27	transcribed
G	28	gigantic	adj.	巨大的	false	8	28	transcribed
G	29	giggle	v./n.	咯咯笑	false	8	29	transcribed
G	30	ginger	n.	薑	false	8	30	transcribed
G	31	giraffe	n.	長頸鹿	true	8	31	transcribed
G	32	girlfriend	n.	女朋友	false	8	32	transcribed
G	33	glad	adj.	高興的	false	8	33	transcribed
G	34	glance	v./n.	瞥一眼	false	8	34	transcribed
G	35	glass	n.	玻璃/杯子	false	8	35	transcribed
G	36	glasses	n.	眼鏡	true	8	36	transcribed
G	37	glide	v./n.	滑行	false	9	37	transcribed
G	38	global	adj.	全球的	false	9	38	transcribed
G	39	globe	n.	地球/球體	false	9	39	transcribed
G	40	glory	n.	榮耀	false	9	40	transcribed
G	41	glove	n.	手套	false	8	41	transcribed
G	42	goods	n.	貨物/商品	false	8	42	transcribed
G	43	goodwill	n.	善意/商譽	false	8	43	transcribed
G	44	goose	n.	鵝	false	8	44	transcribed
G	45	gossip	n./v.	八卦/閒聊	false	8	45	transcribed
G	46	govern	v.	治理/管理	false	8	46	transcribed
G	47	government	n.	政府	false	8	47	transcribed
G	48	governor	n.	州長/主管	false	8	48	transcribed
G	49	gown	n.	長袍/禮服	false	8	49	transcribed
G	50	grab	v.	抓住/搶先拿	false	8	50	transcribed
G	51	grace	n.	優雅/恩典	false	8	51	transcribed
G	52	graceful	adj.	優雅的	false	8	52	transcribed
G	53	grade	n.	年級/成績	false	8	53	transcribed
G	54	gradual	adj.	逐漸的	false	8	54	transcribed
G	55	gradually	adv.	逐漸地	false	8	55	transcribed
G	56	graduate	v./n.	畢業/畢業生	false	8	56	transcribed
G	57	graduation	n.	畢業	false	8	57	transcribed
G	58	grain	n.	穀物/顆粒	false	8	58	transcribed
G	59	gram	n.	公克	false	8	59	transcribed
G	60	grammatical	adj.	文法的	false	8	60	transcribed
G	61	grand	adj.	宏偉的/盛大的	false	8	61	transcribed
G	62	granddad	n.	爺爺/外公	false	8	62	transcribed
G	63	grandchild	n.	孫子女/外孫子女	false	8	63	transcribed
G	64	granddaughter	n.	孫女/外孫女	false	8	64	transcribed
G	65	grandfather	n.	祖父/外祖父	false	8	65	transcribed
G	66	grandma	n.	奶奶/外婆	false	8	66	transcribed
G	67	grandmother	n.	祖母/外祖母	false	8	67	transcribed
G	68	grandpa	n.	爺爺/外公	false	8	68	transcribed
G	69	grandparent	n.	祖父母/外祖父母	false	8	69	transcribed
G	70	grandson	n.	孫子/外孫	false	8	70	transcribed
G	71	granny	n.	奶奶/外婆	false	8	71	transcribed
G	72	grant	v./n.	授予/補助金	false	8	72	transcribed
G	73	grape	n.	葡萄	false	8	73	transcribed
G	74	grapefruit	n.	葡萄柚	false	8	74	transcribed
G	75	graph	n.	圖表	false	8	75	transcribed
G	76	grasshopper	n.	蚱蜢	true	8	76	transcribed
G	77	grassland	n.	草原	true	9	77	transcribed
G	78	grateful	adj.	感激的	false	9	78	transcribed
G	79	grave	n./adj.	墳墓/嚴重的	false	9	79	transcribed
G	80	gravity	n.	重力	false	9	80	transcribed
G	81	gravy	n.	肉汁	false	9	81	transcribed
G	82	greasy	adj.	油膩的	false	9	82	transcribed
G	83	greedy	adj.	貪心的	false	9	83	transcribed
G	84	greenhouse	n.	溫室	false	9	84	transcribed
G	85	greet	v.	問候/迎接	false	9	85	transcribed
G	86	grid	n.	格子/網格	false	9	86	transcribed
G	87	grilled	adj.	烤的	false	9	87	transcribed
G	88	grin	v./n.	露齒笑	false	9	88	transcribed
G	89	grind	v.	磨碎/研磨	false	9	89	transcribed
G	90	grocery	n.	雜貨店/食品雜貨	false	9	90	transcribed
G	91	ground	n.	地面/場地	false	9	91	transcribed
G	92	group	n./v.	群組/分組	false	9	92	transcribed
G	93	grown-up	n./adj.	成年人/成人的	false	9	93	transcribed
G	94	growth	n.	成長/增長	false	9	94	transcribed
G	95	guarantee	v./n.	保證	false	9	95	transcribed
G	96	guard	n./v.	守衛/保護	false	9	96	transcribed
G	97	guava	n.	芭樂/番石榴	false	9	97	transcribed
G	98	guess	v./n.	猜測	false	9	98	transcribed
G	99	guest	n.	客人	false	9	99	transcribed
G	100	guidance	n.	指導/引導	false	9	100	transcribed
G	101	guide	n./v.	導遊/指引	false	9	101	transcribed
G	102	guideline	n.	準則/指導方針	false	9	102	transcribed
G	103	guilty	adj.	有罪的/內疚的	false	9	103	transcribed
G	104	guitar	n.	吉他	false	9	104	transcribed
G	105	gymnasium	n.	體育館/健身房	true	9	105	transcribed
G	106	gymnastics	n.	體操	true	9	106	transcribed
H	1	habit	n.	習慣	false	10	1	transcribed
H	2	habitat	n.	棲息地	true	10	2	transcribed
